Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentTurnoverBenchmark,JobRoleTurnoverBenchmark,OvertimeImpact,TravelImpact,MaritalImpact,ExternalRiskScore,AgeGroup,IncomePerYear,IncomeToAgeRatio,YearsAtCompanyRatio,YearsInRoleRatio,YearsWithManagerRatio,YearsSincePromotionRatio,TotalSatisfaction,SatisfactionScore,PerformanceScore,CareerProgressionRate,PromotionFrequency,JobStability,IsNewEmployee,IsSeniorEmployee,LongTimeNoPromotion,IncomeLevelMatch,DistanceOvertimeInteraction
36,2,1,6,3,1,4,1,3,1,2,4,1,3210,0,0,11,3,3,1,16,4,3,15,13,10,11,0.12,0.12,0.7,1.0,0.9,0.0756,1,38520,86.75675675675676,0.8823529411764706,0.8125,0.6875,0.625,3.6666666666666665,14,9,0.058823529411764705,1.3636363636363635,15.0,0,1,1,3.206793206793207,0
32,2,1,2,3,5,4,1,3,1,6,1,2,2439,1,0,14,3,4,0,4,4,3,4,2,1,2,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,1,29268,73.9090909090909,0.8,0.4,0.4,0.2,3.0,12,9,0.2,2.0,2.0,0,0,0,2.4365634365634365,0
44,2,1,2,3,1,3,0,4,3,0,4,1,7879,1,1,19,3,2,1,9,2,3,8,7,6,7,0.12,0.11,1.3,1.0,0.9,0.1404,2,94548,175.0888888888889,0.8,0.7777777777777778,0.7777777777777778,0.6666666666666666,3.0,12,12,0.3,1.1428571428571428,4.0,0,0,1,2.6254581806064645,2
30,2,1,24,1,1,4,1,3,1,2,3,0,2693,1,0,22,4,2,1,1,2,3,1,0,0,0,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,0,32316,86.87096774193549,0.5,0.0,0.0,0.0,3.0,12,12,0.5,1.0,0.5,1,0,0,2.6903096903096904,0
40,2,0,6,2,3,3,1,3,4,3,4,2,16437,1,1,21,4,4,0,21,2,3,21,7,7,7,0.073,0.09,1.3,1.0,1.2,0.11388,1,197244,400.9024390243902,0.9545454545454546,0.3181818181818182,0.3181818181818182,0.3181818181818182,3.6666666666666665,14,12,0.18181818181818182,2.625,10.5,0,1,1,4.108222944263934,6
54,2,1,22,5,3,2,0,3,4,3,3,1,17426,3,0,25,4,3,1,36,6,3,10,8,4,7,0.12,0.09,0.7,1.0,0.9,0.0756,3,209112,316.8363636363636,0.2702702702702703,0.7272727272727273,0.6363636363636364,0.36363636363636365,2.6666666666666665,11,12,0.10810810810810811,2.0,2.5,0,1,0,4.355411147213196,0
40,2,2,26,3,2,3,1,3,2,7,1,1,8396,1,0,14,3,2,1,8,3,2,7,7,7,5,0.125,0.125,0.7,1.0,0.9,0.07875,1,100752,204.78048780487805,0.7777777777777778,0.875,0.625,0.875,2.0,8,9,0.2222222222222222,0.875,3.5,0,0,1,4.195902048975512,0
31,2,1,2,4,1,3,1,3,1,6,4,0,2695,0,1,18,3,2,1,3,2,1,2,2,2,2,0.12,0.12,1.3,1.0,1.0,0.156,1,32340,84.21875,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,10,9,0.25,0.6666666666666666,2.0,1,0,0,2.6923076923076925,2
41,2,2,20,2,2,2,0,3,1,8,2,2,3140,1,1,22,4,4,0,4,5,2,4,3,0,2,0.125,0.125,1.3,1.0,1.2,0.195,2,37680,74.76190476190476,0.8,0.6,0.4,0.0,2.6666666666666665,10,12,0.2,4.0,2.0,0,0,0,3.136863136863137,20
35,1,1,2,4,3,1,1,2,1,6,4,2,4930,0,1,14,3,3,0,6,2,4,5,4,1,4,0.12,0.12,1.3,1.2,1.2,0.22464,1,59160,136.94444444444446,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.16666666666666666,2.6666666666666665,12,6,0.14285714285714285,2.5,5.0,0,0,0,4.9250749250749255,2
39,0,1,1,3,1,4,1,3,2,2,4,1,6472,1,1,15,3,4,1,9,2,3,9,8,5,8,0.12,0.12,1.3,0.9,0.9,0.12636,1,77664,161.8,0.9,0.8,0.8,0.5,4.0,15,9,0.2,1.5,4.5,0,0,1,3.234382808595702,1
35,2,1,1,3,3,4,1,2,1,2,1,2,2450,1,0,19,3,2,0,3,3,3,3,0,1,2,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,1,29400,68.05555555555556,0.75,0.0,0.5,0.25,2.3333333333333335,10,6,0.25,1.5,1.5,0,0,0,2.4475524475524475,0
59,2,1,2,3,1,3,0,2,4,4,4,2,13726,3,1,13,3,1,0,30,4,3,5,3,4,3,0.12,0.1,1.3,1.0,1.2,0.1872,3,164712,228.76666666666668,0.16129032258064516,0.5,0.5,0.6666666666666666,2.6666666666666665,11,6,0.12903225806451613,1.0,1.25,0,0,0,3.4306423394151464,2
22,2,1,1,2,1,4,1,2,2,4,4,1,4775,6,0,22,4,1,2,4,2,1,2,2,2,2,0.12,0.1,0.7,1.0,0.9,0.0756,0,57300,207.6086956521739,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,10,8,0.4,0.6666666666666666,0.2857142857142857,1,0,0,2.3863068465767117,0
37,2,1,3,3,4,4,0,3,2,0,2,2,4107,3,0,15,3,1,0,8,3,2,4,3,0,1,0.12,0.11,0.7,1.0,1.2,0.1007999999999999,1,49284,108.07894736842105,0.4444444444444444,0.6,0.2,0.0,2.3333333333333335,9,9,0.2222222222222222,4.0,1.0,0,0,0,2.052473763118441,0
35,2,1,10,3,4,2,1,3,1,2,4,0,3917,1,0,20,4,1,1,3,4,2,3,2,1,2,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,1,47004,108.80555555555556,0.75,0.5,0.5,0.25,2.3333333333333335,9,12,0.25,1.5,1.5,0,0,0,3.913086913086913,0
32,2,1,9,4,1,1,0,3,2,6,4,1,6322,1,1,12,3,4,1,6,2,2,6,4,0,5,0.12,0.12,1.3,1.0,0.9,0.1404,1,75864,191.57575757575756,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.0,3.0,11,9,0.2857142857142857,6.0,3.0,0,0,0,3.1594202898550723,9
47,0,2,2,4,2,3,1,3,2,7,2,1,4978,7,0,11,3,4,1,4,3,1,1,0,0,0,0.125,0.125,0.7,0.9,0.9,0.070875,2,59736,103.70833333333333,0.2,0.0,0.0,0.0,3.0,10,9,0.4,1.0,0.125,1,0,0,2.4877561219390305,0
45,2,2,2,3,2,1,0,1,5,3,2,2,18824,2,1,16,3,1,0,26,2,3,24,10,1,11,0.125,0.09,1.3,1.0,1.2,0.195,2,225888,409.2173913043478,0.8888888888888888,0.4,0.44,0.04,1.3333333333333333,7,3,0.18518518518518517,12.0,8.0,0,1,0,3.7640471905618877,2
37,0,2,9,4,3,1,1,3,3,7,2,0,8834,1,0,13,3,4,1,9,6,3,9,5,7,7,0.125,0.125,0.7,0.9,1.0,0.07875,1,106008,232.47368421052633,0.9,0.5,0.7,0.7,2.3333333333333335,10,9,0.3,1.125,4.5,0,0,1,2.943685438187271,0
24,1,0,10,3,3,1,1,3,1,1,4,1,2145,0,0,14,3,4,1,3,2,3,2,2,2,1,0.073,0.073,0.7,1.2,0.9,0.0551879999999999,0,25740,85.8,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0,12,9,0.25,0.6666666666666666,2.0,1,0,0,2.142857142857143,0
42,2,1,2,3,3,3,1,2,1,2,2,1,4841,4,0,14,3,2,1,4,3,3,1,0,0,0,0.12,0.12,0.7,1.0,0.9,0.0756,2,58092,112.5813953488372,0.2,0.0,0.0,0.0,2.3333333333333335,10,6,0.2,1.0,0.2,1,0,0,4.836163836163836,0
37,1,2,21,2,3,3,0,3,1,8,4,1,2973,5,0,15,3,2,1,10,3,3,5,4,0,0,0.125,0.125,0.7,1.2,0.9,0.0945,1,35676,78.23684210526316,0.45454545454545453,0.6666666666666666,0.0,0.0,3.0,12,9,0.09090909090909091,5.0,0.8333333333333334,0,0,0,2.97002997002997,0
37,2,2,9,2,2,2,1,2,2,7,2,1,4189,1,0,14,3,1,2,5,2,3,5,2,0,3,0.125,0.125,0.7,1.0,0.9,0.07875,1,50268,110.23684210526316,0.8333333333333334,0.3333333333333333,0.5,0.0,1.6666666666666667,8,6,0.3333333333333333,5.0,2.5,0,0,0,2.0934532733633184,0
37,2,1,10,3,3,3,0,3,1,2,1,1,3452,6,0,20,4,2,1,17,3,3,5,4,0,3,0.12,0.12,0.7,1.0,0.9,0.0756,1,41424,90.84210526315789,0.2777777777777778,0.6666666666666666,0.5,0.0,2.0,9,12,0.05555555555555555,5.0,0.7142857142857143,0,0,0,3.4485514485514486,0
34,1,1,10,4,3,4,1,3,1,6,3,0,3815,1,1,17,3,4,1,5,4,4,5,3,2,0,0.12,0.12,1.3,1.2,1.0,0.1872,1,45780,109.0,0.8333333333333334,0.5,0.0,0.3333333333333333,3.6666666666666665,15,9,0.16666666666666666,1.6666666666666667,2.5,0,0,0,3.8111888111888113,10
37,2,1,1,3,1,4,0,2,2,4,4,1,6474,1,0,13,3,2,1,14,2,2,14,8,3,11,0.12,0.1,0.7,1.0,0.9,0.0756,1,77688,170.3684210526316,0.9333333333333333,0.5333333333333333,0.7333333333333333,0.2,3.3333333333333335,12,6,0.13333333333333333,3.5,7.0,0,1,0,3.235382308845577,0
53,2,1,24,4,3,2,1,4,3,0,4,1,7005,3,0,15,3,3,0,11,2,3,4,3,1,2,0.12,0.11,0.7,1.0,0.9,0.0756,3,84060,129.72222222222223,0.3333333333333333,0.6,0.4,0.2,3.0,12,12,0.25,2.0,1.0,0,0,0,2.3342219260246586,0
35,2,2,27,3,1,3,1,3,2,7,4,2,5813,1,1,18,3,4,0,10,2,3,10,7,7,7,0.125,0.125,1.3,1.0,1.2,0.195,1,69756,161.47222222222223,0.9090909090909091,0.6363636363636364,0.6363636363636364,0.6363636363636364,3.6666666666666665,14,9,0.18181818181818182,1.25,5.0,0,1,1,2.905047476261869,27
31,2,1,5,4,5,3,1,3,1,6,4,1,4821,0,1,12,3,3,1,6,4,3,5,2,0,3,0.12,0.12,1.3,1.0,0.9,0.1404,1,57852,150.65625,0.7142857142857143,0.3333333333333333,0.5,0.0,3.3333333333333335,13,9,0.14285714285714285,5.0,5.0,0,0,0,4.816183816183816,5
41,2,2,4,1,2,3,0,3,3,7,3,0,10447,0,1,13,3,4,1,23,3,4,22,14,13,5,0.125,0.125,1.3,1.0,1.0,0.1625,2,125364,248.73809523809524,0.9166666666666666,0.6086956521739131,0.21739130434782608,0.5652173913043478,3.3333333333333335,14,9,0.125,1.5714285714285714,22.0,0,1,1,3.4811729423525493,4
55,2,2,1,2,1,1,1,3,3,7,4,1,10239,3,0,14,3,4,1,24,4,3,1,0,1,0,0.125,0.125,0.7,1.0,0.9,0.07875,3,122868,182.83928571428572,0.04,0.0,0.0,0.5,3.0,12,9,0.12,0.5,0.25,1,0,0,3.4118627124291905,0
37,1,1,11,3,4,2,1,3,3,5,4,0,12185,1,1,14,3,3,3,10,1,3,10,8,0,7,0.12,0.1,1.3,1.2,1.0,0.1872,1,146220,320.6578947368421,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.0,3.0,12,9,0.2727272727272727,10.0,5.0,0,1,0,4.060313228923692,11
25,2,1,7,1,3,4,1,2,1,6,4,1,2889,1,0,11,3,3,2,2,2,3,2,2,2,1,0.12,0.12,0.7,1.0,0.9,0.0756,0,34668,111.11538461538461,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.6666666666666665,14,6,0.3333333333333333,0.6666666666666666,1.0,1,0,0,2.886113886113886,0
32,2,2,8,3,3,3,1,4,2,7,4,1,6209,1,0,15,3,3,2,10,4,4,10,7,0,8,0.125,0.125,0.7,1.0,0.9,0.07875,1,74508,188.15151515151516,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.0,3.3333333333333335,14,12,0.18181818181818182,10.0,5.0,0,1,0,3.1029485257371316,0
28,2,1,9,3,3,4,1,3,1,6,4,1,2070,1,0,23,4,4,1,5,3,2,5,2,0,4,0.12,0.12,0.7,1.0,0.9,0.0756,0,24840,71.37931034482759,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,4.0,14,12,0.16666666666666666,5.0,2.5,0,0,0,2.067932067932068,0
31,2,2,7,3,2,4,1,3,2,7,4,0,7547,4,0,12,3,4,3,13,3,3,7,7,1,7,0.125,0.125,0.7,1.0,1.0,0.0875,1,90564,235.84375,0.5,0.875,0.875,0.125,4.0,15,9,0.14285714285714285,3.5,1.4,0,0,0,3.7716141929035483,0
29,2,2,1,3,3,2,0,2,1,8,3,0,2800,6,1,19,3,3,3,5,3,3,3,2,0,2,0.125,0.125,1.3,1.0,1.0,0.1625,0,33600,93.33333333333333,0.5,0.5,0.5,0.0,2.6666666666666665,11,6,0.16666666666666666,3.0,0.42857142857142855,0,0,0,2.797202797202797,1
38,2,1,3,5,5,4,0,3,2,6,3,2,4317,3,1,20,4,2,0,19,2,3,3,2,2,2,0.12,0.12,1.3,1.0,1.2,0.1872,1,51804,110.6923076923077,0.15,0.5,0.5,0.5,3.0,12,12,0.1,1.0,0.75,0,0,0,2.157421289355322,3
24,2,2,3,2,1,1,0,3,2,7,3,2,4577,9,0,14,3,1,0,4,3,3,2,2,2,0,0.125,0.125,0.7,1.0,1.2,0.105,0,54924,183.08,0.4,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,8,9,0.4,0.6666666666666666,0.2,1,0,0,2.2873563218390807,0
32,1,1,24,4,1,1,1,3,2,2,4,1,5309,1,0,15,3,4,2,10,2,3,10,8,4,7,0.12,0.12,0.7,1.2,0.9,0.09072,1,63708,160.87878787878788,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.36363636363636365,3.0,12,9,0.18181818181818182,2.0,5.0,0,1,0,2.6531734132933535,0
44,0,1,17,3,1,4,1,1,1,6,3,2,2290,2,0,13,3,4,0,6,3,3,0,0,0,0,0.12,0.12,0.7,0.9,1.2,0.09072,2,27480,50.888888888888886,0.0,0.0,0.0,0.0,3.6666666666666665,14,3,0.14285714285714285,0.0,0.0,1,0,0,2.2877122877122877,0
48,1,1,4,5,3,3,1,2,4,3,4,1,15202,2,0,25,4,2,1,23,3,3,2,2,2,2,0.12,0.09,0.7,1.2,0.9,0.09072,2,182424,310.2448979591837,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,12,8,0.16666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,3.799550112471882,0
42,0,1,10,4,5,3,1,3,1,6,3,1,2936,3,0,22,4,2,2,10,1,2,6,3,3,3,0.12,0.12,0.7,0.9,0.9,0.06804,2,35232,68.27906976744185,0.5454545454545454,0.42857142857142855,0.42857142857142855,0.42857142857142855,2.6666666666666665,10,12,0.09090909090909091,1.5,1.5,0,0,0,2.9330669330669332,0
33,0,2,8,1,1,2,0,2,1,8,4,2,2342,0,0,19,3,4,0,3,2,2,2,2,2,2,0.125,0.125,0.7,0.9,1.2,0.0945,1,28104,68.88235294117646,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,12,6,0.25,0.6666666666666666,2.0,1,0,0,2.3396603396603397,0
53,2,2,8,3,2,1,1,3,4,7,4,1,11836,5,0,14,3,3,1,28,3,3,2,0,2,2,0.125,0.125,0.7,1.0,0.9,0.07875,3,142032,219.1851851851852,0.06896551724137931,0.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,11,9,0.13793103448275862,0.6666666666666666,0.3333333333333333,1,0,0,2.9582604348912773,0
29,2,2,9,3,2,2,0,1,1,8,2,2,2760,1,0,13,3,3,0,2,3,3,2,2,2,2,0.125,0.125,0.7,1.0,1.2,0.105,0,33120,92.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,10,3,0.3333333333333333,0.6666666666666666,1.0,1,0,0,2.757242757242757,0
34,2,2,15,2,3,3,0,3,2,7,1,2,6125,1,0,12,3,4,0,10,6,4,10,8,9,6,0.125,0.125,0.7,1.0,1.2,0.105,1,73500,175.0,0.9090909090909091,0.7272727272727273,0.5454545454545454,0.8181818181818182,2.6666666666666665,12,9,0.18181818181818182,1.0,5.0,0,1,1,3.0609695152423786,0
40,2,1,14,3,3,3,1,2,5,5,3,2,19626,1,0,14,3,1,0,21,2,4,20,7,4,9,0.12,0.1,0.7,1.0,1.2,0.1007999999999999,1,235512,478.6829268292683,0.9090909090909091,0.3333333333333333,0.42857142857142855,0.19047619047619047,2.3333333333333335,11,6,0.22727272727272727,4.0,10.0,0,1,0,3.9244151169766046,0
51,2,2,21,4,2,3,1,3,2,7,4,2,5441,0,1,22,4,4,0,11,2,1,10,7,1,0,0.125,0.125,1.3,1.0,1.2,0.195,3,65292,104.63461538461539,0.8333333333333334,0.6363636363636364,0.0,0.09090909090909091,3.6666666666666665,12,12,0.16666666666666666,5.0,10.0,0,1,0,2.7191404297851074,21
36,1,1,18,4,1,3,1,4,1,2,4,1,3688,4,0,18,3,4,2,4,2,3,1,0,0,0,0.12,0.12,0.7,1.2,0.9,0.09072,1,44256,99.67567567567568,0.2,0.0,0.0,0.0,3.6666666666666665,14,12,0.2,1.0,0.2,1,0,0,3.6843156843156843,0
28,2,1,2,4,1,1,1,3,1,2,3,2,3485,2,0,11,3,3,0,5,5,1,0,0,0,0,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,0,41820,120.17241379310344,0.0,0.0,0.0,0.0,2.3333333333333335,8,9,0.16666666666666666,0.0,0.0,1,0,0,3.4815184815184814,0
28,2,1,8,2,1,4,0,3,1,6,4,2,3310,1,0,21,4,4,0,5,3,3,5,3,0,2,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,0,39720,114.13793103448276,0.8333333333333334,0.5,0.3333333333333333,0.0,4.0,15,12,0.16666666666666666,5.0,2.5,0,0,0,3.306693306693307,0
52,2,1,11,4,1,4,0,3,2,2,3,1,3149,8,0,20,4,2,1,9,3,3,5,2,1,4,0.12,0.12,0.7,1.0,0.9,0.0756,3,37788,59.41509433962264,0.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,3.0,12,12,0.2,2.5,0.5555555555555556,0,0,0,1.5737131434282858,0
56,2,0,8,4,1,4,1,3,5,3,2,2,19717,6,0,14,3,1,0,36,4,3,7,3,7,7,0.073,0.09,0.7,1.0,1.2,0.0613199999999999,3,236604,345.9122807017544,0.1891891891891892,0.375,0.875,0.875,2.3333333333333335,10,9,0.13513513513513514,0.875,1.0,0,0,1,3.942611477704459,0
34,2,1,2,4,1,4,1,2,1,6,3,0,2768,3,0,12,3,3,1,14,3,3,7,3,5,7,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,1,33216,79.08571428571429,0.4666666666666667,0.375,0.875,0.625,3.3333333333333335,13,6,0.06666666666666667,1.1666666666666667,1.75,0,0,1,2.7652347652347653,0
22,2,1,8,1,3,3,0,3,1,2,1,1,2398,1,1,17,3,3,0,1,6,3,1,0,0,0,0.12,0.12,1.3,1.0,0.9,0.1404,0,28776,104.26086956521739,0.5,0.0,0.0,0.0,2.3333333333333335,10,9,0.5,1.0,0.5,1,0,0,2.3956043956043955,8
28,1,2,1,2,1,3,1,2,2,7,4,1,6834,1,1,12,3,3,1,7,2,3,7,7,0,7,0.125,0.125,1.3,1.2,0.9,0.1755,0,82008,235.6551724137931,0.875,0.875,0.875,0.0,3.3333333333333335,13,6,0.25,7.0,3.5,0,0,0,3.4152923538230886,1
44,2,2,28,3,3,4,0,4,4,7,4,1,13320,3,1,18,3,3,1,23,2,3,12,11,11,11,0.125,0.125,1.3,1.0,0.9,0.14625,2,159840,296.0,0.5,0.8461538461538461,0.8461538461538461,0.8461538461538461,3.6666666666666665,14,12,0.16666666666666666,1.0,3.0,0,1,1,3.3291677080729816,28
29,2,1,15,1,1,2,0,1,1,6,4,1,2168,0,1,18,3,1,1,6,2,2,5,4,1,3,0.12,0.12,1.3,1.0,0.9,0.1404,0,26016,72.26666666666667,0.7142857142857143,0.6666666666666666,0.5,0.16666666666666666,2.3333333333333335,9,3,0.14285714285714285,2.5,5.0,0,0,0,2.1658341658341658,15
30,0,1,3,3,1,3,1,3,1,2,4,1,2097,4,0,15,3,3,1,9,3,1,5,3,1,4,0.12,0.12,0.7,0.9,0.9,0.06804,0,25164,67.64516129032258,0.5,0.5,0.6666666666666666,0.16666666666666666,3.3333333333333335,11,9,0.1,2.5,1.0,0,0,0,2.0949050949050947,0
50,2,2,8,4,2,4,1,3,1,8,2,1,3875,7,0,15,3,4,1,4,2,3,2,2,2,2,0.125,0.125,0.7,1.0,0.9,0.07875,2,46500,75.98039215686275,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,13,9,0.2,0.6666666666666666,0.25,1,0,0,3.871128871128871,0
36,2,1,12,4,1,3,0,3,2,4,3,1,4663,9,1,12,3,2,2,7,2,3,3,2,1,1,0.12,0.1,1.3,1.0,0.9,0.1404,1,55956,126.02702702702703,0.375,0.5,0.25,0.25,2.6666666666666665,11,9,0.25,1.5,0.3,0,0,0,2.3303348325837083,12
30,2,2,27,5,2,3,1,3,2,7,4,0,5304,7,0,23,4,4,1,10,2,2,8,7,7,7,0.125,0.125,0.7,1.0,1.0,0.0875,0,63648,171.09677419354838,0.7272727272727273,0.7777777777777778,0.7777777777777778,0.7777777777777778,3.6666666666666665,13,12,0.18181818181818182,1.0,1.0,0,0,1,2.6506746626686657,0
46,2,2,3,3,5,1,0,4,4,7,1,0,13225,2,0,12,3,4,1,25,5,3,19,17,2,8,0.125,0.125,0.7,1.0,1.0,0.0875,2,158700,281.3829787234043,0.7307692307692307,0.85,0.4,0.1,2.0,9,12,0.15384615384615385,6.333333333333333,6.333333333333333,0,1,0,3.305423644088978,0
29,2,2,23,1,1,4,0,2,3,7,1,1,7336,1,0,13,3,1,1,11,3,1,11,8,3,10,0.125,0.125,0.7,1.0,0.9,0.07875,0,88032,244.53333333333333,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.25,2.0,7,6,0.25,2.75,5.5,0,1,0,2.444518493835388,0
35,0,1,8,4,1,3,0,3,2,0,3,1,4148,1,0,12,3,4,1,15,5,3,14,11,2,9,0.12,0.11,0.7,0.9,0.9,0.06804,1,49776,115.22222222222223,0.875,0.7333333333333333,0.6,0.13333333333333333,3.3333333333333335,13,9,0.125,4.666666666666667,7.0,0,1,0,2.0729635182408797,0
27,2,1,2,4,1,4,0,3,1,2,1,0,2341,1,0,13,3,4,1,1,6,3,1,0,0,0,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,0,28092,83.60714285714286,0.5,0.0,0.0,0.0,3.0,12,9,0.5,1.0,0.5,1,0,0,2.3386613386613386,0
48,1,1,22,3,3,4,0,3,4,3,4,0,17174,3,0,11,3,2,1,24,3,3,22,17,4,7,0.12,0.09,0.7,1.2,1.0,0.1007999999999999,2,206088,350.48979591836735,0.88,0.7391304347826086,0.30434782608695654,0.17391304347826086,3.3333333333333335,13,9,0.16,4.4,5.5,0,1,0,4.292426893276681,0
32,2,2,13,4,1,2,1,3,2,7,4,0,4403,2,0,11,3,3,1,8,3,2,5,2,0,3,0.125,0.125,0.7,1.0,1.0,0.0875,1,52836,133.42424242424244,0.5555555555555556,0.3333333333333333,0.5,0.0,3.0,11,9,0.2222222222222222,5.0,1.6666666666666667,0,0,0,2.20039980009995,0
29,2,1,21,4,1,2,0,4,3,4,1,0,9980,1,0,11,3,3,1,10,1,3,10,9,8,8,0.12,0.1,0.7,1.0,1.0,0.0839999999999999,0,119760,332.6666666666667,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.7272727272727273,2.0,9,12,0.2727272727272727,1.1111111111111112,5.0,0,1,1,3.3255581472842386,0
34,0,2,23,4,2,2,1,3,2,7,3,2,4568,0,0,20,4,3,0,10,2,3,9,5,8,7,0.125,0.125,0.7,0.9,1.2,0.0945,1,54816,130.5142857142857,0.8181818181818182,0.5,0.7,0.8,2.6666666666666665,11,12,0.18181818181818182,1.0,9.0,0,0,1,2.2828585707146427,0
52,2,1,8,4,4,3,0,3,1,2,1,1,2950,9,0,13,3,3,0,12,2,1,5,4,0,4,0.12,0.12,0.7,1.0,0.9,0.0756,3,35400,55.660377358490564,0.38461538461538464,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,8,9,0.07692307692307693,5.0,0.5,0,0,0,2.947052947052947,0
39,1,2,20,3,1,3,1,3,2,7,4,0,4127,2,0,18,3,4,1,7,6,3,2,1,2,2,0.125,0.125,0.7,1.2,1.0,0.105,1,49524,103.175,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.6666666666666665,14,9,0.25,0.6666666666666666,0.6666666666666666,1,0,0,2.0624687656171914,0
33,0,2,17,3,1,4,1,3,4,3,3,2,17444,1,0,11,3,4,0,10,2,3,10,8,6,0,0.125,0.09,0.7,0.9,1.2,0.0945,1,209328,513.0588235294117,0.9090909090909091,0.7272727272727273,0.0,0.5454545454545454,3.6666666666666665,14,9,0.36363636363636365,1.4285714285714286,5.0,0,1,1,4.359910022494376,0
26,0,2,29,2,3,2,1,1,2,7,1,2,4969,8,0,18,3,4,0,7,6,3,2,2,2,2,0.125,0.125,0.7,0.9,1.2,0.0945,0,59628,184.03703703703704,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,10,3,0.25,0.6666666666666666,0.2222222222222222,1,0,0,2.4832583708145926,0
34,1,1,9,4,1,4,1,3,2,2,1,1,5346,4,0,17,3,3,1,11,3,2,7,1,0,7,0.12,0.12,0.7,1.2,0.9,0.09072,1,64152,152.74285714285713,0.5833333333333334,0.125,0.875,0.0,2.6666666666666665,10,9,0.16666666666666666,7.0,1.4,0,0,0,2.6716641679160418,0
38,2,1,15,2,1,3,1,2,3,5,4,0,11510,0,1,14,3,2,1,12,3,3,11,10,2,9,0.12,0.1,1.3,1.0,1.0,0.156,1,138120,295.12820512820514,0.8461538461538461,0.8333333333333334,0.75,0.16666666666666666,3.0,12,6,0.23076923076923078,3.6666666666666665,11.0,0,1,0,3.835388203932023,15
29,2,1,7,3,1,3,1,3,2,0,4,0,6623,1,1,11,3,2,2,6,2,3,6,0,1,0,0.12,0.11,1.3,1.0,1.0,0.156,0,79476,220.76666666666668,0.8571428571428571,0.0,0.0,0.14285714285714285,3.0,12,9,0.2857142857142857,3.0,3.0,0,0,0,3.3098450774612695,7
27,2,1,11,1,1,2,1,3,1,2,1,1,2099,0,0,14,3,2,0,6,3,4,5,0,1,4,0.12,0.12,0.7,1.0,0.9,0.0756,0,25188,74.96428571428571,0.7142857142857143,0.0,0.6666666666666666,0.16666666666666666,1.6666666666666667,9,9,0.14285714285714285,2.5,5.0,0,0,0,2.096903096903097,0
46,2,1,13,4,1,3,1,3,2,0,2,2,5562,6,0,14,3,4,0,19,3,3,10,7,0,9,0.12,0.11,0.7,1.0,1.2,0.1007999999999999,2,66744,118.34042553191489,0.5,0.6363636363636364,0.8181818181818182,0.0,3.0,12,9,0.1,10.0,1.4285714285714286,0,1,0,2.7796101949025487,0
43,2,2,9,3,2,1,0,1,2,7,3,2,5346,8,0,13,3,2,0,7,2,2,4,3,1,3,0.125,0.125,0.7,1.0,1.2,0.105,2,64152,121.5,0.5,0.6,0.6,0.2,2.0,8,3,0.25,2.0,0.4444444444444444,0,0,0,2.6716641679160418,0
